Video Başlığı,Yorum Yapan,Yorum Tarihi,Yorum,Beğeni Sayısı,Yanıt Sayısı,Predicted_Class
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@GuluzarEkiz,11 ay önce,Hocam direksiyon hamiyeti hakkında bir video paylasirmisiniz lütfen,1,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@MarcGeuhs,1 yıl önce,Cok cok tesekurderim,3,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@happysnouts,11 ay önce,4- Çizgiler  KESİKLİ değilse şerit değiştiremezsin.,2,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@YaseminHas-j7v,7 ay önce,Hayırlı ramazanlar hocam bu direksiyon dersinde 2 haftam hep hocalar huylanır sizin gibi anlatsalar da çoktan çözmüştüm olayı herkes şanslı olamıyor acaba nerede eğitim veriyorsunuz sizden alırdım eğitimi her zaman şunu derim başarısız öğrenci yok başarısız hoca vardır,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@zeynepkaplan5222,1 yıl önce,Çok güzel bir özet olmuş  Teşekkürler hocam.,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@haticeeser5869,1 yıl önce,"Çok güzel video olmuş, net anlaşılır sağolun hocam... Debriyaj çalışması  videosu iyi olur, ve durmalarda bazen önce frene basanları gördüm bu doğru mu  .",1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@sadumankaracaoglu1891,9 ay önce,Merhaba hocam çok güzel anlatıyorsunuz fakat sureli ders aldığımız için bunu her gün pekiştirmek mumkun olmuyor nasıl yapabiliriz?aliskanlik olması e,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@happysnouts,11 ay önce,5- Sol sinyal  yola çıkacam arkadan gelen haberin olsun anlamındadır.,2,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@eylulboran3637,1 yıl önce,Yeni adaylarla video cekermisiniz hocam çok öğretici oluyor,0,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@mervetoksoy9085,1 yıl önce,Direksiyon hocasının öğretemediğini burdan öğrendim ,3,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@Yürük-y6b,1 yıl önce,Yarin direksiyon sinavim var ilk hakkim inşallah geçerim,2,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@nurbanuyanar5479,9 ay önce,"1 hafta ders aldım, her derste illaki 1 kere sinyal vermeyi veya vitesi 1e almayı unuttum. Özellikle rampadan kalkarken sinyali unutuyorum, anı frenden sonra 1e almayı. Yarın sınavım var inşallah geçerim",2,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,,11 ay önce,Hiccc aklım almıyor  yazılmaz olaydım..sınav yakın duanıza talibim,1,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@emircelik2486,1 yıl önce,anlatımınız çok açık ve anlaşılır ağazınıza sağlık hocam,2,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@sevgigunduz3942,1 yıl önce,Hocam Çarşamba gününe şunun şurasında ne kaldı ki 7/24 sizi izliyorum uğurum olursunuz inşallah  hocam Allah sizden razı olsun ,1,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@BeyhanAKYÜZ-n3p,1 yıl önce,Hocam biz dörtlü yakıyoruz. Kafa karışıklığı olmuyor. Ama sinyaller nerelerde kullanılır bazen unutuyoruz güzel bir anlatımlı video olmuş teşekkürler...,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@halildis833,1 yıl önce,Hocam Allah razı olsun çok güzel anlatınız hocam birde sınavda istediğimiz araç ile sınava girebilir miyiz,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@muhammed187_Orhan,10 ay önce,Merhaba notlarımı aldım anlatım şekliniz çok güzel Ümmet hocam 13 Ocakta sınavım var İnşallah geçerim sürekli sizi izliyorum kanala abone oldum tüm videoları da beğeniyorum Allah sizden razı olsun  ,1,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@gunaysaglam3025,1 yıl önce,Çok güzel anlatıyorsunuz inşallah  sayenizde başaracağım,1,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@atakanyuksel1983,6 ay önce,Geri geri gelirkende sağ sinyalin açık olmasını istiyorlar,3,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@melike4793,6 ay önce,Cumartesi sınavım var o kadar stresliyim ki inşallah geçerim,2,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@esmainsal3856,1 yıl önce,Bugün sınavda kaldım çok üzgünüm park yerine taktıkları zıncirler eğitimlerde yoktu sınav heyecanından fark edemedım zincirli yere park etmeye çalıştım ve kaldım inşallah ikincide geçerim ️,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@sudeoz1169,5 ay önce,"İlk kalkışta sol sinyal verilir 
PARK ALANLARİNA YAKLASMADAN ÖNCE SAĞ SİNYAL VER KALKARKEN İSE SOL SİNYAL VER 
Sollamalarda sol sinyal verrr
Yokuş kalkista sol sinyal verrr öyle kalk
25 metre geride de yokuşta da sağ sinyal ger dur
DÖNÜŞLERDE KESİNLİKLE SİNYAL VER",0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@fatihkaramanoglu1682,1 yıl önce,İyi günler hocam süper anlatiyorsunuz U dönüşü yapildiğında snyal kullaniyor muyuz,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@serpilgul5395,1 yıl önce,,1,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@lovewoman8929,1 yıl önce,Hocam videolarınız icin emeklerinize sağlık cok faydalanıyorum ve faydalanmaya da devam edeceğim rabbim  işinizi gücünüzü rast getirsin insalah,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@eylem1195,10 ay önce,Merhaba tşkler öncelikle çok güzel bir video olmuş.Diyelim sağdan döndük sağ sinyal verip ama döndugumuzde hemen araba var mecburu soldan devam etmeliyiz o ara sinyal vermemize gerek var mı,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@songultastan359,1 yıl önce,Hocam Allah razı olsun sizden çok sey ogrendim eğitim aldığım hoca geri donuslerde parklarda dörtlü flaşör yakarak eğitim verdi haftaya sinavim var sizce onun uygulamasini yapsam sinavda kalma ihtimalim olurmu?,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@HaticeYüce-s1c,1 yıl önce,Hocam otomotik araç videosu çeker misiniz,1,1,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@esrasahin4932,4 ay önce,Hocam sınavlarda en çok yapılan hatalarla alakalı vidyonuz varmı? Yoksa bununla alakalı vidyo istiyorm teşekkürler,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@bilgisayarmuhendisi6708,1 yıl önce,Hocam her şeyi çok güzel anladım peki kirmizi ışıklarda dururken Manuel bir araçla aracı stop ettirmeden nasılsın çıkarız.Son ders 2 defa pes pese stop ettirdim.Canimi çok sıktı bu durum.,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@sevval_gurkan_,1 yıl önce,Sinyaller benim imtihanim insallah ayın 16 ında sınavım var gecerimm  Geçersem yorumuma yanit verecem Allah'ın izniyle,2,3,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@tugbanurkaradag5540,1 yıl önce,Hocam merhabalar bir sorum olacaktı . 18 e girmeden bir iki ay önce kursa yazılabilir miyim 18 e girdiğimde ehliyeti alabilmek için .,3,2,negatif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@hilalk.1775,10 ay önce,Öldükten sonra ibadet olmaz  valla sağol hocam güldürdün,2,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@NevinUyar-y6n,2 gün önce,MHb hocam benimde direksiyon sınavım var çok korkuyorum hiç arabayla bilgimde yok napcam,1,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@bgurell,4 hafta önce,Hocam dönel kavşakta düz gitseydik yine sola sinyal vermemiz gerekir miydi? Yarın sinava gireceğim ama hatırlayamadım ,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@nurtencandar1199,2 ay önce,hocam su kavsaklari  donerken tam debrijalami  yoksa tamaman birakipmi bir cekseniz,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@rumeysatasbas2429,1 yıl önce,"İlk sinavimdan kaldım ,ikinci sınava giriyorum umarım bugün kazanırım",0,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@laleselcuk887,1 yıl önce,Merhaba hocam u dönüşleri ile ilgili hiç video bulamadım u dönüşünde sola en sağa yaklasarak döndürüyor benim hocam.kafam karışıyor neden orta şeritte durmuyoruz,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@woly4545,1 yıl önce,bugün sınav alanındaydınız hocam l parkta sizi gorünce tüm heyecan stresim gitti ikincide geçtim sizin videolarınızdan çok fazla şey ögrendim,2,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@elifyaprak5750,1 yıl önce,Hocam bizim hocamiz bize l park ve paralel parkta sag sinyal verdirmiyor. Cikis sinyali verdiriyor sadece. Sehre gore degisiyor mu kurallar,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@gulcanturkoglu3031,11 ay önce,Pazar günü sıvavim var inşallah geçerim ,1,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@yucelyalcnkaya6450,1 yıl önce,Hocam direksiyon dersi kaç gün sürüyo sınav dahil kaç ders oluyo,4,1,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@fatmakul811,3 ay önce,Paralel parkta sağ sinyal verip durduktan sonra sinyali kapatıyor muyuz yoksa açık şekilde mi park yapmaya çalışıyoruz,2,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@senakoc1372,3 ay önce,Hocam bir sey diyecegim l parkta hocalari aldiktan sonra yani cikis yaparken sol sinyal verdik evet ama biraz ilerleyip orta seride gecmemiz gerekmiyor mu?,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ahmetbulut2589,1 yıl önce,Az önce geçtim Allah herkese nasip etsinn,1,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ahmetcelik7881,1 yıl önce,Ümmet bey bizim rampa kalkış alanında arabayı kaldırdıktan sonra sağa dönüş yapıyoruz sol la mı kalkmamız lazım sağlamı,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@Azraa671,3 ay önce,Hocam mecburi dönüş olan yerlerde sinyale gerek yok deniliyor ama her ihtimale karsi komisyonun sorun etmemesi için sinyal versek olur mu? Yarin sınavım var cevaplarsanız sevinirim hocam,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@Bilgisel-dj3ij,7 ay önce (düzenlendi),"Hocam sınavda park ve diğer uygulama alanlarına (geri gelme , ani fren) yaklaşırken sağ sinyalle gelip duruyoruz. Peki uygulamaları yaparken yani parkları vs. sinyal kapalı şekilde tamamlayıp çıkarken tekrar sinyal vererek çıkıyoruz değil mi?",2,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@dilaaannn,10 ay önce,Hocam biz derslerde parklar öncesi sağ sinyali değil dörtlüleri yakıyoruz o da doğru mu? Sınavda da o şekilde yapacağım çünkü öyle öğretildi.,1,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@bilgekaradeniz442,9 ay önce,hocam benim bir sorum olacak; derste hocamız L parkta sıra beklerken sağ sinyalimiz yanmaya devam etsin diyordu fakat müfettiş her bir araç ilerleyip öne biraz yaklaşacağımız zaman sol ile kalkıp hemen sağ sinyalde vermemiz gerektiğini ve bu yüzden puan kıracağını söyledi. sıra bize gelince  park için beklediğimiz yoldan ilerlerken sol sinyal + sağ sinyal yapılıyor ama düz yolda sıra beklerken yani bir nevi trafik sıkışıklığında sol + sağ sinyal yapmamızı istemeleri doğru mu?,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@fatmaaltun4994,1 yıl önce,Hocam merhaba parelelparkta önce direksiyonu sağa kırıyoruz sonra birbucuk tur sola hangi aşamada kırıyorduk  orada şaşırıyorum ,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ozlemkilinc7015,1 yıl önce,Yokuş durma kalkma videosu olsa çok sevinirim hocam,1,1,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@melekharmanc310,1 yıl önce,Park çıkışı hocalari almak icin durdugumuzda sag sinyal yakmamiz gerekiyor mu ?,1,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@myahrimyahri8716,1 yıl önce,Merhaba hocam dönüşlerde sıkıntı yaşıyorum sert dönüş yapıyorum yumuşak dönüş nasıl yapılır video çeker mısınız?,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ElifSakar-l3d,1 ay önce,Sizden ricam var.anlattiklarinizi yazarak videolar yapa bilir misiniz rica etsem,0,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@e.k4821,1 yıl önce,Hocam merhaba bende kursa yeni kayıt yaptım ama direksiyon sınavından çok korkuyorum gecebilecegimide çok düşünemiyorum daha önce hiç denemedim araba sürmeyi bu yüzden biraz olumsuz düşüncelerim var bu konuda,1,3,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@esmayuksel2300,2 ay önce,aşırı heycan yapıyorum,1,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ecesen1891,1 yıl önce,Slm hocam direksiyonun sağ solu şaşırıyorum on düşününüyororum lastikler ne taraf olacaktı diye,1,1,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@mehmetbahcivan2184,1 yıl önce (düzenlendi),Peki sol tarafa dönerken dönel kavsaktan çıktıktan sonra sağ şeride girebilirmiyiz direkmen girebilirmiyiz.,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@emresolak,1 yıl önce,6:51 Hocam ani fren alanında sağ sinyal verdim diyelim sıkıntı oluyor mu o anın heyecanı ile,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@Sevvalmis1905,2 ay önce,Bende geçtim çok şükür,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@cerentamyoruk1566,1 yıl önce,pazar günü sınavım var geçerim inşallah çok anlaşılır anlatım,0,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@Semi-f6n,8 ay önce,"Hocam bugun direksiyon sinavinda kaldimra ic on arka organlaron isimlerini soyledim bna akunun radyatorun neise yaradigini sordu toparlayip bisey soyleyemedim uctu gitti sizi takip ediyorum sizden ogrendim herseyi ama ogrencilere aku suna radyator bunayarar demediniz benim hcamda demedi sormadan reflektorunbijo,kirikonun neyeyaradigini soyledim maksat deveyi yokusa surmek mervehle hasretin vidyolarinin hepsini izlemistim kendi hocam azarlamaktan bagirmaktan firsat bulupta aklinda tut deseydi ezberime alirdim san arac ici aletlerin neise yaradigini bilmiyorsuki ogrende gel dedi bindimgeri indim saglik olsun sinava girecek arkadaslar soruyor  nesoruluyor diye bunlari ogrensinler biliyormu bilmi yotmu acikyakalamak maksat yosa arpa ekmeyi bahane  saglik olsun  izlemeye devam  hocam zize kolay gelsin",0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@alperendemiray9129,1 yıl önce,"Hocam yarın sınavım var bir sorum olacaktı. paralel parklarda ve L parklarda sıra varken, sağ sinyal ile sıra beklemek üzere durduktan sonra önümüzdeki aday park yapmak için ilerlediğinde, biz de ilerlerken kalkışta sol sinyal ve dururken tekrar sağ sinyal yakmamıza gerek var mı? Yoksa sıra beklerken sağ sinyalimiz açıksa öndeki adaylarla birlikte sinyalsiz ilerleyebiliyor muyuz?",2,3,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@fof8894,1 ay önce,"hocam sinav guzergahimde 25m geri surus , ani fren ve paralel park  alanlari art arda yani tekrar serit degistirmem yola cikmam falan gerekmiyor. yine de dediginiz gibi geri surusten sonra ve ani frenden sonra sol sinyal yakmam gerekiyor mu ?",1,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@seherbas9577,1 yıl önce (düzenlendi),"Hocam ben size bir şey soracağım bizim direksiyon sınavı aracımız clio araç start stopla çalıştığı için aracı boşa alıp frenle beklediğmiz zaman otamatik kendi stopa alıyor yani istop ediyor diye sürücü kursu hocamız ayağımızı hiç bir şekilde debriyajdan çektirmiyor çünkü stop olduğu için komisyon bunu kalma sebebi olarak gösteriyor Muş direksiyon sınavında önümde 5 araç var ve ben 
Debryajda o beş arabayı bekliyorum ayağım titremeye başlıyor bir süreden sonra ve kalkış yaparken de ayağımı hissetmediğim için kalkışım zor oluyor buna itiraz edebilme şansımız varmı yada böyle bir kural varmı",1,2,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@mustafadoner7134,10 ay önce,Komisyon hocalarini bi okuyun ufleyin size karismasinlar heyecanlanmayin hepsi bu,3,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@yusufolmez4187,5 ay önce,sağ şeritte durup hocaları aldıktan sonra şerit değiştirmediğimiz halde sol sinyal neden veriyoruz sonuçta şerit değiştirmeyeceğiz?,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@ElifKabal-lt9iw,1 yıl önce,Hocamiz iyidir derslerimi ondan aliyorum sabirli biri guzel ogretiyo fakat ben cok heycanli biriyim haftaya sinavim var bakalim neler olucak tesekkurler simdiden emekleriniz icin @ümmettasci,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@zeyneptombas8683,9 ay önce,Hocam Allah razı olsun süper olmuş ,1,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@nazifcelik9142,2 ay önce,Emeğinize sağlık kıymetli hocam,0,0,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@SıddıkaYilmaz-p8i,7 ay önce,Allah razı olsun hocam çok güzel anlattiniz Allah'a emanet olun,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@gülcandemirel-b5g,1 yıl önce,Hocam ellerinize sağlık çok güzel olmuş anlatım harika,1,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@AdileCengiz-cr2ho,2 ay önce,Allah razı olsun hocamm,1,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@baharsengil8940,1 yıl önce,Yarın sinavim var geçerim insallah,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@serhattaskesen3635,1 yıl önce,Hocam bana derste hep 4'lüleri yakmayı öğrettiler sınavda bildiğim gibi yapsam sorun olur mu?,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@NerminDemirci-s8s,5 ay önce,Merhaba dönel kavşaklarda dönerken hangi şeride girip devam etmeliyiz kafam çok karıştı Burda ensol şeritten devam edilir diyor benim hocam da en sağ seride geçilir diyor hangisi doğru sanırdım kaldım.,0,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@eminesahin6409,8 ay önce,Hocam videoda paralel parkta 3 dubayi görüp 1 karış geçirip tam sol yapiyoz demişsiniz oysa direksiyonu 1 bucuk tur düzeltmiycekmiyiz tam solu dubayi sag aynanın arkasına gelince yapmiyormuyuz orda bi yanlışlık var galiba,0,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@slanqn,11 ay önce,Hocam 4 lü yakmadım diye sınavdan kaldım bütün sinyallerimi kusursuz verdim ama komisyon üyesi sınavdan kaldığımı belirtti yönetmelikte böyle bir kural varmı (4 lü yakmayınca ellenmek) Birde Araç İçlerinde Kamera olmasını İstiyorum eğitim aldığım hocamda komisyona itiraz etti ama komisyon elledi şikayet etmek istiyorum nerden şikayette bulunabilirirm yardımcı olabilirmisiniz lütfen,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@erdibilir9090,1 yıl önce,"asıl konu sinyallerdi, konu yine bir sekilde paralel parka geldi ",2,1,nötr
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@isimsizhemsire8894,1 yıl önce,25. Geri giderken veya o alana girerken sinyal veriliyor mu acaba çıkarken sol sinyallerini çıkıyoruz ama girerken sinyal veriyor muyuz,1,1,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@nephtyyss,4 ay önce,Bugün sınavım var çok stresliyim şu an umarım tekte geçerim,0,0,pozitif
SİNYAL NERELERDE YAKILIR ? DİREKSİYON SINAVINDA SİNYAL YAKILIR MI ? #direksiyonsınavı #ehliyet,@mual3240,11 ay önce,Hocam Parelel parkta durduktan sonra sağ sinyali durduracazmi,1,1,negatif
